rid,text,food,price,service,ambience,trainer 
1851,Waiting for some friends and ordered ice green tea latte. Unexpectedly good! A bit pricy for such size though. It's an open space spot and undeniably there are mosquitos. But in general it's a good spot.,POSITIVE,NEGATIVE,-,POSITIVE,agung
1021,"Waktu itu kesini karena teman papa recommend bgt mie di Yong yam ini.. Memang enak sih.. Biasa yang cowok2 pesan porsi jumbo (1.5 porsi) cuman tambah 3,000. Mie nya itu pake mie kriting yg kecil itu. sangat gurih! Pangsit disini suka ngumpet, kecil ketumpuk dibawah mie nya. Harus coba itu bakso disinI! Aku lebih suka bakso disini diandingbakso di akiaw. Karena aku da mama itu sangat sensitive sama bau2 masakan, kita suka gak bisa makan bakso karena suka terlalu tercium bau sapi nya. Disini g ada bau itu lho, baksonya jg empuk lezat g berasa urat2 nya gitu :)                                                                  claredelfia.wordpress.com",POSITIVE,POSITIVE,-,-,agung
2269,"Makan disini menyenangkan. Saat masuk mendapat sambutan hangat dari pelayannya. Masuk ke ruangan, sdh ada teman disana. Duduk pada tatami, dan mendapat handuk kecil hangat. Pesan Waku Salad, enak, fresh sayurnya dan saus nya enak sekali tidak tajam saat diakhir kunyahan, tapi sayang banyakkan kol. Pesan Saga, renyah daging dan kulitnya, gurih, dan sudah dibuang semua durinya. Soal harga lumayan mahal tapi sepadan.",POSITIVE,NEGATIVE,POSITIVE,-,agung
627,Mie ayam jamur cekernya memang juara sih... Harganya juga murah. Cuman berisiknya. Karena pinggir jalan banget dan terbuka tempatnya. Over all puas lah.,POSITIVE,-,-,NEGATIVE,agung
3744,"Iseng-iseng ke ruko di Galaxy eh ada tempat eye catching seperti Dr. Waffles. Tempatnya lumayan cozy. Tp sayangnya terang2an jualan rokok. Jd keliatan kayak warung klontong. Makanannya enak, porsi mantap, harga pas banget. Service-nya juga oke. Milo dinosaurus yang jumbo wajib utk dipesan,lagi lagi nyobain cafe2 kecil deket kantor.  kesini karena temen kantor bilang waffle nya enak + harganya terjangkau.  and its proven! waktu itu pesen single waffle dengan toping saus karamel, oreo, cadburry dan vanila ice cream. sempet mau pesen yg double waffle tp ternyata satu aja udah kenyang.. rasanya enak! tp adonan waffle nya agak kurang lembut menurut gue.  kalo minumnya gue pesen ice cappuccino (i think its just an ordinary sachet coffee yg diseduh terus dikasih es batu) dan kentang goreng karena udah kebanyakan makan minum yg manis, well rasa kentangnya lumayan dan cheap tentunya.  so far so good! di improve terus yaa♥️",POSITIVE,-,-,NEGATIVE,agung
655,They have a pretty great service! They even deliver my order bcs i need to guard our table haha. I always love french fries but unfortunately they always put too little spice so i need to ask for more...,-,-,POSITIVE,-,faishal
1381,"Tempatnya cozy sunyi sunyi gitu cocok buat santai santai sore sambil ngopi, pelayanannya bagus ramah dan cepat, waktu itu pesen sandwich isi smoke beef with white sauce, rasanya biasa aja seperti sandiwich biasanya, sama pesen choco cream nutella dan rasanya biasa juga, tapi tempatnya sih yg bikin nyaman jadi betah lama lama disini,suka sama tempat ini, karena aku pecinta kopi banget ^^  dan tempat ini nyediain banyak pilihan kopi dan minuman...   sayang interiornya agak kurang buat ku, mungkin lampunya kurang terang dan warna temboknya kali ya hehe  cuman slain dari itu, aku suka dengan suasananya yg homey bgt (kayak di rumah gitu)  jadi kalo mau lama2 disini enak banget sambil laptop-an atau ngobrol2..    nah pelayanannya juga aku acungin jempol.. karena karyawannya ramah2 dan sabar bgt.. ditanyain menu2 juga sigap jawabnya hehe..  pokoknya tempat ini recommended buat yg suka duduk2 cantik dan ngobrol sambil minum kopi :D",NEGATIVE,-,POSITIVE,POSITIVE,faishal
3501,"Cozy place,ada stage utk live music. Tempatnya bisa banget dipake internal/media event. Harga juga bersahabat,dibandingkan cafe sejenis di citos  Blom coba makanan,tp juice-nya enak,fresh banget!",POSITIVE,POSITIVE,-,POSITIVE,faishal
2825,"Rasa mie nya biasa aja. kaldunya menurut sy kurang gurih. Yg paling Top adalah toppingnya bnyk pilihan dri mulai chicken & pork (bacon, panggang, chasiu). Coba ditingkatkan lg tingkat gurih & medok dri kaldunya.",NEGATIVE,-,-,-,faishal
445,"Hari ini bukber buat tim sekitar 70 orang. dari awal reserved, di bamtu sm mbak Sherrin yang sabar banget ngadepin bawelnya aku :), sampai acaranya, puas bgt...#2jempol  makanannya enak terutama sushi sama saladnya...ajib. dessertnya juga enak2, dan tuh ubi goreng kenapa bisa manis sampai dalem2 ya...seluruh pelayannya jiwa service bgt...piring kotor cepet bgt di tarik, makanan  cepet di refill... terima kasih banyak Beranda Cafe - Crowne Plaza Hotel.",POSITIVE,-,POSITIVE,-,faishal
1228,"Waktu itu sempat kesini dan .. Ternyata.. Muahal gila buat ukuran sop duren yang porsinya dikit dan duren sm topping malah banyakan topping . Jadinya kayak bukan sop duren;("" ""Ya standar ampera sperti biasanya.  Rasanya ya sama gitu2 aja.  Yg membedakan dengan di bandung hanya varian sambelnya yg kurang lengkap.  Dan disini lalapannya jg kurang.",NEGATIVE,NEGATIVE,-,-,faishal
1777,"Tempatnya selalu antri buat makan siang. Jadi sabar aja dulu kalau mau makan siang disini. Saya suka makan di sini karena makanan indonesia nya enak2 sekali. Saya pesan Nasi Kuning Rijstavel , harga 39rb excl. Tax.. enak banget.. plus piring nya yg unik.. sangat instragamable haha.. Selain nasi kuning ada tumis bunga pepaya dengan irisan ikan nya .. enak sekali. So far.. recommended buat dining with family juga karena rasanya indonesia banget",POSITIVE,-,-,-,faishal
3593,"Resto yg satu ini sempet ngehits, sekarang juga kayaknya masih. Bertemakan hot pot pribadi, resto ini menyajikan berbagai jenis hot pot dengan kuah serta topping yang bervariasi. Buat harga, menurut gue lumayan terjangkau. Satu porsi tuh bisa share buat berdua (kalau dua-duanya makannya ga terlalu banyak). Terus, setiap paket sudah termasuk satu mangkuk nasi putih.    - Taiwanese BBQ Soup. Hmm, yang ini pake rempah2 sama bumbu2 ala Taiwan gitu, jadi pasti pada bilang rada aneh rasanya. Emang bener sih, kalau banyak-banyak, jadi eneg soalnya rasanya ada keobat-obatan gitu.    - Tom Yum Soup. Ini favorit gue banget. Sebagai penggemar asam dan pedas, ini kudu dicoba. Asemnya tuh pas banget, terus seger pula. Pedesnya juga bikin nagih. Sedap!    - Sukiyaki Soup. Gue bukan penggemar sukiyaki karena biasanya kuah kayak gini suka kemanisan. Tapi yang ini pengecualian. Manisnya ga berlebihan, terus ada rasa asinnya juga.",POSITIVE,POSITIVE,-,-,faishal
219,"Pertama kesini waktu pake voucher diskon, tempatnya deket MNC tower, tp yg masuknya lwt jalan masuk samping circle K Wahid hasyim, ngga jauh dr Melly's garden.. Suasananya spt rumah2 di bali gt, cocok utk romantic dinner.. Masakannya (sebagian besar menu seafood) jg cukup enak. Tp mgkn krn tempatnya agak nyempil, pas saya kesana, berasanya sepi, agak kurang ramai pengunjung.."" ""Pastanya failed.... Mesen Qusut Formaggi dengan topping jamur. Gatau kenapa rasanya aneh, hambar, dan kuahnya literally cair kaya soup bening sedikit berminyak.    Di menu ditulis """"dengan aneka keju"""" but it doesn't tasted any cheese at all 😂 mgkn karena harganya murah jadi engga sesuai sm ekspetasi. Mgkn hrs ditingkatkan lg menu nya supaya engga failed moment kaya aku.",NEGATIVE,POSITIVE,-,-,faishal
605,"Order yg martabak keju..  ketemuan sama abang gojek di kelapa gading, klo dari rasa kulitnya terlalu manis.. Lumayan aja sie rasanya.. Selama ini penasaran sama martabak pecenongan ini..",POSITIVE,-,-,-,faishal
2150,"Jakarta.Overall the place and the food lumayan. Here we go! #totaldroolworthy #droolito    1.ANGEL HAIR PASTA WITH JUMBO PRAWN  Price : 90k  Rate : 74/100  Well,udah pernah cobain angel hair pasta dan kurang suka, tapi karena yang ini kelihatannya enak so I ordered it.The taste was soso, gagitu flavorful,topped with sliced bacon and  jumbo prawn,the topping yang bikin jadi berasa.hehe. Tapi bagi yang suka angel hair pasta, most probably akan suka:)    2.BBQ CHICKEN  Price : 90k   Rate : 84/100  Yes this one is good! Ada coleslaw and sweet potato fries.and the sauce makes it more delicious!!worthtotry!    3.PORK PEPERONNI PASTA  Price : 85k  Rate : 84/100  Nah for the pasta, i prefer this one rather than the first one. It is creamy, topped with pork peperonni,green pea,parmesan cheese, and sundry tomato! Goood!    Overall it is just GOOD. Hehe  Overall rate : 83/100",POSITIVE,-,-,-,faishal
1547,"Tempatnya di street galleryatau dikenal namanya Pim 3. Kesini udah lama bgt, mungkin bulan february 2014 kmrn..   Iseng sih, abis makan berat pengen nge-dessert.    Pas lewat playground ini, lucu jg tempatnya,ada kursi ayunan. Akhirnya kesinilah kita. Emang tempat nogkrong atau pacaran sih, pas lah disini itu. Suasananya redup2 gimana gitu.     MARTABAK NUTELLA  Karena iseng doang, akhirnya pesen martabak ini. Adonannya sih enak, cuma ada topping nutella ama kacang gt. Porsinya kecil hiks. Tp gpp deh, namanya jg nyoba.     PIZZA apa gt lupa namanya  Satu lg pesen sejenis pizza tipis, ada cheese nya ama potongan daging sapi. Lumayan enak, crunchy pas digigit.     Mungkin nextnya bakal mesen main coursenya, karena kmrn ga sempet.",POSITIVE,-,-,POSITIVE,faishal
2230,"Agak bingung sm orang2 yg bilang gyutan don di cranky crab enak bgt.. Krn sejujurnya menurut gw pribadi biasa aja. Tekstur lidahnya oke, porsi oke, dgn tambahan scrambled eggnya yg lembut jg oke. Tapiii sayang bgt bumbu dr gyutannya sendiri kurang kerasa.. Gatau emg pas hari itu lg ke dapetan yg kurang enak atau gmn cm menurut gw sih gak se enak yg orang2 bilang. Atau mgkn bs jd krn cobanya yg di cabang melawai which is masih baru jd gak seenak di gading.. Gatau jg ya.. But one thing for sure selera org emg beda2 jd gak bs disama ratakan semuanya :)",POSITIVE,-,-,-,faishal
2333,"Pesen Dongdaemun, isinya ada ice cream vanilla, pisang dan milo. Not bad but not extraordinary. Tempatnya tidak terlalu besar tapi cukup nyaman.",POSITIVE,-,-,POSITIVE,faishal
739,"Passed by this restaurant on one evening, I saw a couple of Japanese people eating, as I was told if you see Japanese people eating in a Japanese restaurant outside Japan, that restaurant is worth to try.  And yes, as I expected, this restaurant is totally acceptable in term of their food quality & originality. In fact I'm quite surprised with their standards (as normally infamous restaurant of this kind only covers their weakness with menu book or nice decors) but not with this restaurant. I'm sure they will survive & stand a chance if they plan to open up branches.",POSITIVE,-,-,POSITIVE,faishal
1746,"Penasaran karena selalu ramai dan ternyata kopi nya enak bangett..tadi coba pesen Moka Arabica Robusta enak banget rasanya pass...Tempatnya juga ok homey gitu dan ademm hehe..ada outdoor juga..Pokoknya Recommended!,menu2 jadul jadi andalan tempat ini. nyari es krim jadul juga ada di tempat ini kaya ragusa, atau baltic tanpa susah2 ke tempat aslinya. emang lebih mahal, tp lebih convenient. cuman emang tergantung availability juga. pernah bawa orang tua ke tempat ini, mereka seneng karena makanannya juga not bad terlebih suasananya seperti tempat kuno dan udah dengan AC. buat smokers ada ruangan terpisah di belakang, dnegan dekor fender2 becak...  overall makanannya enak2 dan buat yang suka kopi, mereka juga serving kopi2 nusantara walapun belom pernah nyoba, tapi teh pocinya so good. dan beneran dengan poci dan gula batu. ga ada yang ngalahin wanginya.     place: 3/5  price: 2.5/5  food: 3.5/5  drink: 4/5  service: 3/5",POSITIVE,NEGATIVE,POSITIVE,POSITIVE,faishal
1336,"Pas dateng buat makan karena direkomendasi sama temen, liat tempatnya rame banget, menu2nya banyak variasi, harganya juga termasuk murah buat g, paling enak kulit ayam manis pedes garing, trus pesen iga babi, agak lumayan lama, dan pas dateng, keras banget dagingnya buat dimajan, omg, berasa gigi mau copot, tapi buat lauk lainnya enak2 semua.",NEGATIVE,POSITIVE,NEGATIVE,-,faishal
210,"I used to remember that this chicken was very tasty but recently I was a bit disappointed with the taste. It is still good for a light snack though, but you have to be patient as the line is usually very long.",NEGATIVE,-,-,-,faishal
2865,"REALLY REALLY RECOMMENDED.    for you guys ini lokasinya agak nyempil masuk ke dalem ruko. Jadi gak di pinggir jalan.    Makanan & Minuman : gue pesen ice coffee with milk, red velvet caramel latte and potato wedges and the taste is good.     Service : Baristanya informatif banget kasih info tentang product dan RAMAH banget. Customer oriented pokoknya.    Tempat : gak usah ditanya lah ya. Cozy parahhh.  Tapi sayang spacenya agak kecil.     Buat yang ngerokok mesti diluar karena mereka hanya menyediakan tempat ngerokok diluar aja.",POSITIVE,-,POSITIVE,POSITIVE,faishal
362,"Udh bbrp kali sy makan kesini dan so far rasanya oke enak tp dibilang enak banget engga jg biasa aja hehehe dan wkt it valentine prnh sy makan jg krn ad edisi khusus valentine aja utk foto lucu kalau rasanya sama aja sprt biasanya, tp favoritnya matcha sih disini yg menurut sy enak dan wajib dicoba,shirokuma tempatnya tepat di sblh han-ok buat yang nga tau shirokuma dimana soalnya dia kecil banget dari dpn. tempatnya agak kecil sih tapi lumayan cozy buat ngemil sore2. waktu itu cobain choco parfait & teriyaki dog with black bun. choco parfait was okay but the teriyaki dog with black bun really stood up! definitely bakal balik lagi buat makan hot dog black bun-nya 🍔🍔🍔",POSITIVE,-,-,POSITIVE,faishal
2527,"JK7 rawk...!!!Yang kangen dengerin live music rock lawas di sini terbayar deh, tempatnya enak buat nge beer 👍. Harga minuman terjangkau, tinggal tungguin next but 1 get 1 promo",-,POSITIVE,-,POSITIVE,faishal
1776,"Taste wise, makanannya emang enak2 tapi not worth the price aja. One of the food they recommend itu japchaenya, glass noodles khas korea yang emang enak banget. Pesen satu yang reguler, satu lagi yang large dan porsinya ternyata sama aja. Buat daging2nya, rasanya lebih manis dibanding asin tapi tetap enak. Harganya aja yang kurang pas, bisa dapet yang sama dan lebih banyak di Han Gang. Tapi yang paling berkesan itu spicy cheesy dakgalbi. Dalemnya ada melted cheese, glass noodles, chicken breast, & fried rice cakes. Cheesenya bener2an meleleh, agak pedas tapi nagih",POSITIVE,NEGATIVE,-,-,faishal
520,We order  Punjabi feast and Uttappam pancake. To be honest this is our first attempt on trying authentic Indian food which surprisingly was very good and we love it so much! We'll come back again to try another delicious menu 😋    Next time i'll write more details to describe each menu..,POSITIVE,-,-,-,faishal
352,"Tahoe Kopjok Telor! Kesini pasti makan itu! Tahunya digoreng pake telor yang uda dikocok, jadi telornya berserabut dan mengembang. Disajikan sama kuah, seperti kuah pempek dan acar lobak. Enak banget! Tapi emang kuahnya mendominasi rasanya banget, jadi saya prefer dipisah kuahnya. Lalu selain tahu kopyok telor, Kangkung Hotplatenya juga enak bangeeett! Duh sayang pas kesini cuma inget foto tahunya aja, kangkungnya pas dateng terlalu menggoda.. jadi lupa foto :(     Untuk kualitas juga dari duluuuu banget pas baru buka, mungkin sekitar 2007an kali ya, sampe sekarang tetep oce!",POSITIVE,-,-,-,faishal
3233,There are lot of photoshoot spots. The double shot hazelnut latte is strong and I like it. The price is affordable. Cozy place and I like the atmosphere. Try to have 2nd floor for greatest ambience.,POSITIVE,POSITIVE,-,POSITIVE,faishal
2893,"Berkali-kali ke Gancit dan akhirnya nyobain tempat ini yg sebenernya pemain lama, gak selalu rame tapi bertahan, they must have something. Pesen chicken orinal mereka, potongan fillet paha ayam bersalut saus pedas khas Korea. PEDES broh! Asli deh yg suka pedes, I recommend to try these chicks! Caliente, pedes dan panas, tapi enak jadi lanjut terus sambil minum kepedesan. Yg sedikit mengurangi kepedesannya dan nambah nikmat adalah si Butter Rice, idenya adalah ayamnya dipotong (gunting will b provided) dicamput ke nasi dan dijadiin bola-bola nasi (glove will be provided too), lalu di hap ke dalam mulut. Rasa nasinya unik, agak manis dari butter, ditambah rumput laut kering, enaknya gawat. Satu lagi, seafood soup, nah ini juga enak dan seger, pas buat pendamping nasi dan ayam, isinya seafood cake macam otak-otak gitu. Harganya overall ya harga Jakarta, nasi 20K, soup 25K, ayamnya yg mahal, sekitar 65K seporsi.",POSITIVE,NEGATIVE,-,-,faishal
2339,"The food is quite nice, i ordered pork knuckle.. It's not as juicy as i wanted to be, but it's okay.. The flavor is there, not too salty, not too bland..",POSITIVE,-,-,-,faishal
826,"Avocado cubenya enak banget, pas rasanya buat gue ga kemanisan ato kepaitan, tempatnya cozy bgt dan musicnya era 90' bikin nostalgia deh hahaha",POSITIVE,-,-,POSITIVE,faishal
3914,"Highlight of the meal: SAMCAN! Goodness! So juicy n flavorful (NO, dont remind me of the sinful fat) Seriously, I'll go back for that. The Pala Adas fried chicken was good too. Bigger portion please? lols We had gurame pesmol as well, it was good but not anything special (sorry). I'm not sure what this restaurant's concept is, supposed to be Indo? or Chinese? Plus the menu, stick with one language please. I went here with an American friend, it was quite awkward :')",POSITIVE,-,-,NEGATIVE,faishal
2966,"Sebelumnya pernah makan di medan dan di kuningan. Kali ini cobaen yg d TA. Seperti biasa pesen pancake durian, dan rasanya enakk.. Utk cicongfan nya jg enakk.. Kita pesen gurami 2 rasa tp guraminya bau tanah.. Utk makan keluarga ok lah di sini..",POSITIVE,-,-,-,faishal
3834,"Tempatnya seru dan berlokasi deket rumah. Tepatnya di depan pizza hut yg ke arah batusari,binus.. Uhuuy... Kurangnya adl ac di smoking area terlalu dingin dan membuat kurang nyaman. Overall tmptnya super lucuu",-,-,-,NEGATIVE,faishal
606,"Chinese restaurant with differently fun concept! Yang bikin menarik makan di fook yew adalah menunya yang unik dengan rasa yang enak! Decor dan ambience resto nya juga terasa fusion : beyond authentic and fun!    Menu favorite saya cemilan jagung yang dimasak gurih dgb bumbu crunchy telur asin. Mau jadi appetizer atau dicampur ke main course kamu tetep bikin rasa jadi juara!     Serunya lagi sambil menikmati berbagai chinese food yang sungguh enak enak, mereka punya menu collection of bubble drink dikasih nama yang lucu lucu. Bayangin pesen IP Man datengnya green tea milk tea with tapioca balls (topping bisa di custom).    Always spend a fun time at Fook Yew!",POSITIVE,-,-,POSITIVE,faishal
158,".  Rasa :  • Chicken Lobbyn Favourite. Enak ! (Udah gitu aja)  • Nasi Goreng Buntut. Enak !  • Strawberry Milkshake. Enaaaaaaak ! (Mungkin saking hausnya langsung diabisin 😃)    Tempat : Yang namanya rooftop kayaknya akan selalu happening deh, apalagi buat para cafe hunter yang hobi foto2. Tempatnya juga nyaman, mungkin karna lagi bulan puasa dan gak ada event disana jadi gak terlalu rame.    Harga : Seperti kebanyakan cafe atau resto di kemang, 300k untuk 2 orang sih wajar lah ya 😆",POSITIVE,POSITIVE,-,POSITIVE,faishal
2257,"LAMA!!! SATU JAM LIMA BELAS MENIT, BUAT NUNGGU MAKANANNYA DOANG.   Nggak tau ini emang strategi mereka biar minumannya laku lebih banyak, atau emang manajemennya yg payah. Manunya banyak, banyak yg kosong. Ckckck   Kalo soal RASA, gak tau deh. Enak karena pada dasarnya enak, atau enak karna KELAPERAN, saking lamanya nunggu.     Nilai plus cuman buat konsep tempatnya aja.     Saran buat yg mau kesana, bawa makanan dari luar aja, biar gak kelaperan kayak saya.",NEGATIVE,-,NEGATIVE,POSITIVE,faishal
151,"Sukak bgt!!! Tempatnya enak, pelayanannya ramah, sushinya endeees, sashiminya fresh syekali dan harga super terjangkau. Luvvv bgt deh pokoknya",POSITIVE,POSITIVE,POSITIVE,POSITIVE,faishal
932,"Went there for Christmas dinner. Its was nice. The food are delicious. We ordered duck leg confit and 6 hrs sous vide chiken. Both are very delicious. Especially the duck leg confit.  Just a little bit disappointed because when I ordered English breakfast tea, it come out just a cup of hot water with tea bag and no sugar. The place is nice, although the room is very small, especially on second floor. The service are very good indeed. For the dessert we had orange soufflé and valrhona chocolate fondant. The soufflé is too sweet and the fondant is too bitter. I don't know, maybe there's a problem with my taste buds, but that's how i taste it. Am i going to come back for more ? Absolutely.",POSITIVE,-,POSITIVE,POSITIVE,faishal
2488,"Suasana oke punya !   Slowmo woles cozyness :D   Enak buat tempat ngopi2 centil :D     #coffee #coffeeporn #latte #cozyplace #indonesia #iphonesia #iphone4 #weheartit,a cozy place to take a break from a long walk (read: window shopping), the main course is pretty ok, but i love this red velvet drink, with sprinkle cheese on it.",POSITIVE,-,-,POSITIVE,faishal
1603,"Ini tempat favorit saya dan keluarga kalo lagi di daerah kota.    Buka 24 jam jadi habis nonton midnight pun masih bisa. Kami lebih sering datang malam, karna kalo siang/sore parkir nya terkadang sedikit sulit...    Kami sudah coba hampir semua bubur nya. Enak semua, apalagi kalo ditambah cakwe nya. Favorit saya bubur kepiting.    Overall, sangat sangat recommended.",POSITIVE,-,-,-,faishal
2016,"Good place, good price. homey. tenang suasananya.  Pempek sama cirengnya recommended, green tea-nya lumayan, honey lemon tea-nya bikin masuk angin ilang.",POSITIVE,POSITIVE,-,POSITIVE,faishal
1691,"Baru pertama kali kesini tempatnya dari luar gak keliatan tempat makan, masuk ke halamannya bagus bgt ada ayunan. Cuma agak sempit didalemnya, dan mushollanya juga sempit banget. Hanya bisa 4 orang yg solat. Makanannya lumayan enak. Apalagi iga bakar saus menteganya. Sampe saus menteganya bersih dipiring 😁😁 tapi yg gak gw suka, kita masih duduk dan makan, piring2 nya udah diambilin. Entah karna waktu itu penuh atau gimana dan gak ada stok piring lagi di dapur.",POSITIVE,-,NEGATIVE,NEGATIVE,faishal
2532,"To be honest, I don't get the hype. It's just an average gyutan don. Even worse, try their chicken karage. The gyutan don is too dry for my liking, definitely needs help from some sauce. And for 85k they could put more meat there.",NEGATIVE,NEGATIVE,-,-,faishal
649,Best korean restaurant !! They served a lots of veggie!! The foods are awesome! Worth trying for !!,POSITIVE,-,-,-,faishal
3049,"Sooo goooodd. Pertama kali pesan ini via gojek karena penasaran liat review yg katanya enak banget. Kelebihan sate di sini adalah bisa beli per tusuk yg harga setusuknya sekitar 8k. Quite pricey tapi ternyata worth it. Ukuran daging di satenya sendiri gede-gede. Waktu itu pesen 5 tusuk sate campur (daging manis, ati, samcan) sama seporsi nasi dan ternyata kenyang banget sampe begah! Jadi sesuai banget dengan harganya.  Untuk rasa satenya sendiri enak dan ada manis-manisnya tapi ga bikin enek, juga yg paling penting sate disini itu empukk. Recommended deh pokoknya sate di sini,enak bangettt sate manis nya   sate samcan nya juga enak bgt!! sayang bikin gendut :(   bakut nya juga asin gurih, persis kayak orang2 blg enak gurih asin juga.   sekba nya juga enak2 banget, pesen daging nya enakkk bgt, tahu nya biasa dehh, usus jg biasa dehh  teh kembang nya enakkk bgt!   overall enak sihh memuaskan!",POSITIVE,POSITIVE,-,-,faishal
193,"Just found out that there is a small pizza house around pondok indah area. If you are familiar with fish streat, Noi is at around same neighborhood. Sadly, Noi doesnt have any parking space available except for motorcyle, that is why we have to park our car at the corner of the street which is not quite far from the resto.     Came there with friends we had several flavors of small pizzas (@ 40k) and lasagna. We had chicken funghi, mozarella cheese, something like pepperoni and other i forgot the name. For the pizza, my fave is the chicken funghi, taste so gooood. I also love how they made thin crust of pizza. For the lasagna, it taste pretty decent, just like any other homemade lasagna.     Overall, i might be coming back to Noi only for their chicken funghi pizza, and yes, the place also has lots of nice decoration for photo spot. Nice one.",POSITIVE,-,-,POSITIVE,faishal
805,"Sebagai anak melbourne, ga wajar kan kalo ga kesini? Iya memang. Jadi gue kesini buat nyobain beberapa makanan melbourne yg dibawa kesini.  Lokasinya : tempatnya di jalan gunawarman, dia ga resto sendiri selayaknya restoran2 yg ada di senopati, tapi dia di building gitu barengan sama yg lain. Habis itu tempatnya di lantai paling atas pojokan.  Dekorasi ; tempatnya kecil banget sih memang. Kalo mau dapet enak dan nyaman mending reserved dulu sih.  Makanan : gue pesen double happiness blabla itu konsepnya sih chatterbox gitu loh yg sekarang udah gada karna udah diganti salto. Dan rasanya BEDA JAUUUH. Ini pake semacam kari gitu dan plum sauce sih dia bilang tapi rasanya jauh banget gitu. Bener2 beda. Tapi overall enak sih menurut gue.",POSITIVE,-,-,NEGATIVE,faishal
2901,"ODYSSEIA was the first stop of food marathon with my friends at Pacific Place on september 2014. This restaurant has 2 areas, the first area was indoor seating with a classical dome and second area was outdoor seating with an enchanting garden and small fountain. We chose the outdoor area to feel the ambience of a garden inside Pacific Place. The foods here were not special as we expected, for example my dill butter sauce on classic grilled salmon was bland. And also the foods were a bit pricey",NEGATIVE,NEGATIVE,-,POSITIVE,faishal
2267,"Waah dengan nori nya..  Nori nya merut ku amis banget sampe agak enek yaa makan nyaa..  Waitres nya oke, liat Ocha yang uda setengah habis langsung di isi, bisa di blg gak bisa liat gelas kosong, hehe  Kalau tempat, menurut ku agak gelap dan WC hanya sempit banget jadi 1 dengan patbingso..",NEGATIVE,-,POSITIVE,NEGATIVE,faishal
827,"Makanannya enak banget, terjangkau juga. Tempatnya kekinian dan pelayanannya ramah. Cocok buat tempat nongkrong pokoknya. Dijamiin pasti puas. Maknyuss...",POSITIVE,POSITIVE,POSITIVE,POSITIVE,faishal
825,Makan di Super Suikiaw ini berasa seperti makan di Hongkong atau di China yang suasana restoran nya sama persis interiornya dengan sedikit dapur di depan bersama dengan meja tamu lalu banyak tamu2nya yang berbicara bahasa china...ada yang menarik juga di restoran ini yaitu banyaknya tamu2 dari Jepang yang makan...tapi terlepas dari itu semua restoran ini memang layak untuk dikunjungi karena cita rasa kelezatannya...Suikiaw rebus atau panggang sama lezatnya begitu pula dengan makanan lainnya...untuk harga memang agak sedikit mahal tapi konsumen dijamin akan terpuaskan oleh cita rasa kelezatan yang ditampilkannya...                                                                  tirta-lie.blogspot.com,POSITIVE,NEGATIVE,-,-,faishal
169,"Dtg jam stngh 4 sore dan hny ada sepasang pengunjung yg lg makan. Blm apa2 udh agak risih ngeliat pelayannya pd ngeriung di meja blkg dan ngobrol nya berisik. Tmptnya kecil sih ya jd utk duduk pun spot nya gak ada yg nyaman.  Yg catet pesanan sprtinya msh baru (trainee) jd ramah tp pas gw sebutin apa yg gw mau dia agak bingung dan gw hrs tunjukin di buku menu,dan lucunya that trainee kept bringing the orders to the wrong table 😀 wlpn sebel krn makanan gw cukup lama dtgnya (malahan org yg dtg blkgan pesanannya dtg duluan) tp jd ketawa2 liat kelakuan si trainee itu.  Gw pesan:  *iga cobek sambel mercon (dgn kuah yg ditabur emping)  *tongseng kambing  *nasi putih  *air mineral  *es hitam manis  Utk iga mercon nya mantep..pedasnya ok!!! Kuah pelengkapnya tawar dan berasa emping bgt..enak klo utk pelancar tenggorokan. Tongsengnya cenderung manis pdhl gw udh blg minta yg pedas. Es hitam manis parah bgt...lbih sprti es diserut dan ditabur bubuk coklat sm mesis doang.,udah ngerasain banyak menu disini dan rata-rata enak dan harganya relatif murah. tempat kecil namun cozy. tempatnya dipinggir jalan banget gampang ditemuin.",POSITIVE,POSITIVE,NEGATIVE,POSITIVE,faishal
3801,"Dari semua froyo yang pernah aku coba, entah kenapa llaollao ini rasanya beda, lebih enak. Secara tekstur juga pas ga terlalu cair dan ga terlalu padat. Kalo kesini jangan lupa pilih topping saucenya, karena sauce coklat dan karamelnya endes parrraaah. Sayang kalo topping ya kadang suka pelit ya, bukan pelit sih tp gamuat aja emang wadahnya kayanya kurang besar deh hahahaha. Kalo milih topping buah buahan paling cuma dapet 5 potong doang which is kurang menurutku hahaha✌🏻️  Tapi overall froyo ini enak banget sih, selain froyo disini juga ada banyak menu lain kaya smoothies dan sanum, next time mungkin mau ciba menu yg lainnya",POSITIVE,-,-,-,faishal
3872,"Last week went here for lunch with my colleagues. All i can say is W.O.W! Really love all the food there, love everything from asian to japanese, appetizers to desserts. Delicioso!",POSITIVE,-,-,-,faishal
2538,Lagi jalan di Lotte shopping avenue akhirnya memutuskan makan di imperial chef. Overall masakan nya so so. Beda sekali dengan yg di hayam wuruk. Mungkin karena konsep nya shanghai style cuisine sedangkan yg cabang hayam wuruk yg berkonsep HK style.,POSITIVE,-,-,-,faishal
