rid,text,food,price,service,ambience,trainer
788,"Tempatnya lumayan, makanan enak dan yang paling penting porsinya banyak. Buat yang suka makan atau lagi laper bisa cobain ke sini karena porsinya lumayan.",POSITIVE,-,-,POSITIVE,corrector
1438,Baksonya enak!!! Deket rumah juga jadi kalo pengen makan bakso tinggal kesini deh. Tapi tempatnya panas banget kalo lagi rame. Siap siap bawa kipas deh ya kalo kesini.,POSITIVE,-,-,NEGATIVE,corrector
1594,"Super cozy! Went there on a Saturday night for a meetup with a dozen friends. You can call them first to book if you come in group more than four, just in case it's full there. But make sure you come on time too!,one of the cozy place for spending your rush time, quiet and cozy, but make sure that you visit on a right momen, because sometime this place is full with children, mommy and team meeting. so be careful~ but overall this place is awesome! i try their chicken pesto pasta, but the food is lower than my expectation (maybe because the price is not expensive compared with another place) . overall, good place for spending your study and working time here!",NEGATIVE,POSITIVE,-,POSITIVE,corrector
1862,"Pertama kali kesini karena sempet ke gading cuma ga mampir, pas tau holywings buka di pik langsung ke tkp buat cobain dan tanya menu fav nya apa ke waiternya, terus direkomenin holyduck rice. Karena ga suka duck sbnrnya, tp karena sempet dpt info dr tmn yg udah cobain kl ducknya beda dr yang lain, akhirnya aku icip menu ini.  Holyduck ricenyaaaa sumpah enaknyaaa bikin nagih!!!!! Kata waiternya, lt.2 bakal dibikin holyduck, wow banget dan ga sabar untuk cobain 😍😍😍 temen ku cobain fish dabu, telurnya super tempting abis! Intinya kalau kesini wajib cobain holyduck ricenya deh, enak banget banget banget 👍🏻👍🏻👍🏻👍🏻 Tempatnya juga bersih dan nyaman buat hangout bareng temen, live music serta pelayanannya top bgt pkknya!",POSITIVE,-,POSITIVE,POSITIVE,corrector
3957,"Tempat menjamu menjamu para customer & principal.  Kepitingnya, tofu, dll uenak... cuma minusnya di dessertnya.. ice creamnya not recommen..   4 thumbs for this place 😊😊",POSITIVE,-,-,-,corrector
3294,"Rame nya astagaaaa. Rasa makaroni nya jg biasa aja terlalu manis malah, kurang berasa creamy. Keju nya rasa gosong. Untung cm beli 1, itupun ga abis :(,i've been here for 3 times.  dan hari ini kesini cuma mampir buat take away macaroni panggangnya.     waktu dulu dine in, aku pilih tempat di taman-tamannya. suasananya asiiiik.. karena jarak meja satu ke meja lain kayak dibatesin pager tanaman. udah gitu adeeem. jadi makannya santai hihi    selama kesini baru cobain macaroni panggangnya aja. temen-temen sih bilang lebih enak lasagna gulungnya daripada macaroni. karena dipanggang, otomatis permukaan macaroninya agak kering. jadi agak susah sih motongnya. tapi enak, taburan keju diatasnya kering, ketemu macaroni yang ga terlalu kering teksturnya.  macaroninya ada 3 ukuran yaitu small, medium, large. kalo berdua sih better pesen yang small. karena porsinya lumayan besar. tapi small jarang ada atau mungkin keabisan. kalo medium cukup lah 4-5 orang.   harga terbaru macaroni panggang biasa yang tadi aku take away itu 67k (medium) belum termasuk ppn 10%.,ga ngerti kenapa macaroni di sini banyak yg suka. i personally prefer lasagna gulung sih...  i tried the special one and still nothing special IMHO.  dalamnya ada jamur, keju cheddar, smooked beefnya. ini macaroni paling aneh rasanya. the macaroni taste should be salty and tasty, not salty and sweet!  i really couldn't enjoy ate it so much.... 😨😐  harganya? mahal kalo dinilai dari segi rasa, ga sebanding (sorry), tapi ga gitu mahal kalo dinilai dari segi size/portion karena bisa dimakan sekitar 4-5 orang i think.  pelayanannya cukup baik dan cepat.  tempatnya sempit dan panas, better take away than dine in.  not recommended.",NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,corrector
200,"Kata kakek aku pempek di sini enak jadi aku dateng ke sini. Pesennya pempek spesial atau apa gitu, mikirnya sih bakal macem2 gitu jenis pempeknya eh taunya cuma pempek kapal selam haha aku tertipu dengan nama menunya. Terlepas dari itu semua, rasa pempeknya enak deh, jarang-jarang saya suka pempek kapal selam.. oiya di sini juga ada menu lain cuma karena ke sininya sendiri jadi cuma pesan pempek deh",POSITIVE,-,-,-,corrector
2313,"Come here with friends satisfy our craving for cold desserts, and look for a cozy place to chat. It has a pleasant ambience even though it's small. Luckily, when i came last time, it's not crowded.     After waiting for quite some time, i've finally got to try the dongdaemon patbingsoo and apgujeong bingoo. The dongdaemon bingsoo has a rich chocolate flavour which makes it too fulfilling. While the apgujeong bingsoo taste better and closer to my preference.     Both bingsoo are delicious, but I'll definitely come back to try others!",POSITIVE,-,-,POSITIVE,corrector
1665,"Makanannya enak-enak. Saya paling suka masakan khas belanda yang mereka tawarkan seperti poffertjies dan bitterballen serta minuman kesukaan saya di sini adalah choco hazelnut.    Untuk atmosfir tempat, sebenarnya tempat ini cozy dan menyenangkan tetapi menjadi sangat bising, sumpek dan sesak kalau sudah penuh orang dan tidak ada pembatas antara smoking dan non smoking area.",POSITIVE,-,-,NEGATIVE,corrector
740,"Ini resto sushi favorite dr waktu kuliah karna msh pocket friendly dan enakkk.. skrg udh nikah n lg hamil ngidamnya sushi ippeke komachi ini cm karna ga boleh makan mentah2 jd tunda dulu smpe tar udh lahir.. karna aku ga terlalu suka sushi yg fusion.. ini sushi sashiminya original bgt.. paling suka ya salmon sashimi sm baby octopus, klo kesini makannya dkt kaiten tablenya jd tinggal pesen sm chefnya, karna lumayan bisa bhs jepang langsung minta sm chef jepang pake bahasanya..dan dia ramah bgt.. atau comot yg lg muter2 tau2 piringnya udh numpuk tinggi haha..",POSITIVE,-,POSITIVE,POSITIVE,corrector
170,Me taking a bad picture doesnt reflect the quality of this restaurant. Its laid back atmosfere makes it enjoyable for those long conversations.    I had the double chicken decker which was well priced and portioned.    I also had their golden ale home brew beer which had hints of bittnernes and hops. Pretty impressive taste    This place is best enjoyed amongst those who are close to us because its such a great place to hang out    Peace out yooo,POSITIVE,POSITIVE,-,POSITIVE,corrector
1086,"Ternyata rasanya biasa aja, gak seenak yang dibilang orang-orang hiks dan harganya juga gak semurah yang orang bilang meskipun emang murah sih dan tempatnya gerah ???",NEGATIVE,NEGATIVE,-,NEGATIVE,corrector
1787,"Always love the grilled chicken salad.. Porsinya pas bgtt, gak pelit dan rasa grilled chicken-nya enak bgt.. Saladnya ada potongan avocadonya gt.. Yummy to the max.. Dan jg dpt 2 pcs of bread..    Utk dessert pesen layer cake, rasanya jg enak.. Ada potongan blueberrynya jd pas bgt campuran rasanya..    Tempatnya enak buat nongkrong2.. Ada outdoor areanya jg jd yang ingin merokok bs pilih dluar..",POSITIVE,-,-,POSITIVE,corrector
2680,"One of the best restaurants in Jakarta! Been here twice and the second time i came here the food was still as good as the first time! It means they do maintain the food's quality well! I ordered thai tea which is kinda nice but not that superb. For food we tried:    - rendang  Super fragant and tender beef! Enak bangeeeeet banget!    - pad thai  RECOMMENDED!!! Pad thai ini enak banget i'm willing to come back there just for the pad thai😍    - steamed fish  Ini juga enak banget! But i've found better.    - green curry  Enak banget! harus makan ini pake nasi biar ndool😋    For dessert i tried the platter, enak semua ga ada yang ga enak!      Overall its a good place for you to dine in. Berkonsep asia cenderung ke thailand kali yah? The ambience of the place is also nice. I definitely will come back💘",POSITIVE,-,-,POSITIVE,corrector
427,"Royale emang hits banget bogor, suka dengan tampilan luar dalamnya yang didesain keren banget. Mulai dari lantai 1 sampai dengan lantai 2 semuanya didesain keren. Keroyale sore hari itu emang paling pas, suasananya dpet banget buat nyantai... Pesen Lattenya dan Ninja Burger, Untuk Lattenya pas. Ninja burgernya enak banget, bikin ketagihan.  Lantai bawah royale ( lantai 1 ) itu ada bakery dan mini barnya... Untuk Bakerynya juga enak Pilihan rasanya banyak",POSITIVE,-,-,POSITIVE,corrector
191,"Sebenernya niat satnite kemarin cuman mo kuliner makan sate, buryam abang, soto dan main food kakilima lah @ pasarlama tapi pas lagi milih sambil jalan, ngeliat tenda tulisannya 'engkong mah ngikut aja' logatnya dibacanya sunda banget! Nah adek angkat gw namanya yeye mau aja tuh diajak nyobain tuh warung kakilima. Ternyata si #engkong #lim ini jual """"martabak jembreng"""" aka martabak aneka rasa berbentuk pizza  Dan es potong yg weeeeeenak tenannnnn. Layak dicoba deh..., dijamin bakal ketagihan"" ""Ini dia pilihan mie di bandung yang paling enak & wajib kesini banget kalo di bandung enak banget mie nya dia ada 2 macem gtu ada yang manis & ada yg asin fav nya sih yamin nya yang manis! Enak bgt deh ❤️ ditambah lagi sama bakso & pangsit nya beeh nagih! Favorit dari kapan pun lah ini mah & enaknya sekarang uda buka di jakarta",POSITIVE,-,-,-,corrector
2080,"Lupa kmren pesen apa namanya, kalo ga salah anguk bingsoo, isinya pocky cokelat, vanilla ice cream, chocolate sauce, crushed oreo, shaved ice. Rasanya lumayan.. Harganya 38k.. Tapi tempatnya kurang pewe karena pake bar stool (kursi bar yang tinggi), ga ada smoking area yaa..  Posisi patbingsoo ada diatas seorae, mesti naik tangga dari depan atau bisa naik dari dalem seorae (flavor bliss alam sutera.)",POSITIVE,-,-,NEGATIVE,corrector
9,"Back and here again.  Tempatnya di food court. Konsep tenant-nya di sini khusus buat on-the-go atau klo mau makan langsung di food court sini.    Service-nya sih standard aja. Penyajian cukup cepat krn proses pembuatannya yang cepat juga.    Di sini gw order menu special-nya, Oreo Blizzard. Soft ice cream yang thick texture-nya, sampai2 diserve upside down. Ice cream-nya milky, soft and little bit sticky. Ditambah oreo, jadilah seperti rasa cookies & cream.    Overall ini soft ice cream yang cukup enak & affordable. (280616)",POSITIVE,-,POSITIVE,-,corrector
2285,"Makan disini gak ngerti lagi kayanya gak bakal makan disini lagi. Selain harga daging utk steaknya yg termasuk mahal, cara penyajian dan rasanya tidak ada yg istimewa. Bahkan gua order tenderloin yg harusnya bertekstur lembut malah ada bagian urat yang tidak bisa dipotong apalagi dimakan. Untuk steak semahal ini dengan rasa seperti itu menurut gua gak worthed makan disitu.",NEGATIVE,NEGATIVE,-,-,corrector
199,"Ditengah maraknya tempat minum susu di bogor, mimicucu hadir dengan konsep berbeda, konsep kedai, walaupun tempatnya biasa saja tidak cozy, dan lokasinya yang jauh dari kata nyaman (bayangin di tempat ngetem angkot letaknya), tapi variasi makanan yang ditawarkan sangat beragam, mulai dari roti bakar dengan rasa ovamaltine, skipy, menu yang menarika ada mie rebus dengan kuah susu nurni yang saya baru pertama nemu di tempat ini, ada berbagai snack kaya otak2 dan kentang goreng bumbu, ga lupa menu utamanya susu, disini ada berbagai variasi rasa susu murni yang ditawarkan baik plain dan blend, saya pesan mimicucunanas (susu murni panas) rasa madu dan itu juara banget rasanya, mimicucu tempat asyik buat nyemil sepuasnya sengan harga sangat pas dikantong",POSITIVE,POSITIVE,-,NEGATIVE,corrector
1530,"Good place for family destination, alot of games and rides for the children. A good taste of sundaneese food, but better get all your orders early, other wise you wont get your new orders in till the time you are ready to pay the bill.",POSITIVE,-,NEGATIVE,POSITIVE,corrector
3868,"Tempat ngopinya sendiri di bangunan tua yg di dekor ulang tapi kawasannya.... (Sebelahnya banyak club2 aneh) cari parkirnya juga setengah mati. Dari segi rasa sih sama aja kaya kedai kopi lain, mikir 2x untuk balik kesini. Overall B aja.",POSITIVE,-,-,NEGATIVE,corrector
2439,"Hello guys. I go to aeon and find a ramen palace in there. I search for a while hope i found out a unique restaurant with their tasty ramen. I go to hakata men oh finally after i read their menu. I just order an original ramen. Hmmm i 'm not too excited because i want more garlic, more spices, more chili and more topping that i can add it by myself. The ramen itself is just so so. But you can try to order their dish like curry or any other else. Not bad and not so good."" ""Suka sekali, rasanya hidup sehat banget kalau makan di sini. Kalau mau lihat menu langsung tengok aja ke tembok yaaa  Pesan chicken sandwich, daun anehnya itu bikin rasanya jadi mewah dan secret sauce nya enak dan light. Potongan ayamnya pun banyak.   Waktu penyajian, waiternya sedikit menjatuhkan ayam. Terus diganti donk sama waiternya, dikasih extra chicken hehe   Cake nya juga ok, tidak manis tapi tetap enak.",POSITIVE,-,POSITIVE,-,corrector
3660,"Suka banget sama sambel kecombrangnya, seriously good 😁  Tapi emang pelayanannya agak lama jadi kalau emang lagi buru2 mending jangan makan disini..",POSITIVE,-,NEGATIVE,-,corrector
441,"Bakmi berdikari enak kok.. Bakminya, baksonya, capcay, ayam mentega.. Tpi mnrtku skrg udah overprice bgt.. Paham sih krn resto udah berubah dan staf jg banyak. Tpi aku kdg beralih ke yang lain yg sama enaknya tapi lebih murah.",POSITIVE,NEGATIVE,-,-,corrector
1104,"I've known Martabak 201 since the year 2000. Their first outlet (cmiiw) is at Taman Sari, Lippo Karawaci, and their second is at Permata Sport Club, (also) Lippo Karawaci. That time, they were only selling conventional martabak since modern martabak like Brownies or Pandan Martabak with various toppings haven't existed yet.    Now that they have an outlet in Serpong, I regularly visit this outlet whenever I wanna eat Martabak (I always pass this outlet when I go home afterwork). Their classic """"CKW-Coklat Kacang Wijen"""" martabak tastes so good, so does their """"Martabak Keju"""". I can always feel when it melts in Totally recommended!     Note: their Martabak Telor also rocks. A legendary spot for martabak lovers. :)",POSITIVE,-,-,-,corrector
2820,"Seminggu yang lalu gue  baru pertama kali kesini sama temen gue berdua, padahal ini tempat deket dari rumah tapi baru kesini beberapa bulan setelah buka . Di sini tempatnya enak , buat makanannya gue makan  honey chicken mustard, ini rasanya enak banget . Kalo kesini ada 3 macam pilihan rotinya ada gandum , original, sama rosemary cheese . Gue pesen honey chicken mustard rotinya yang rosemary cheese ini recommend banget , rotinya aja udah enak apa lagi pas di campur sama honey chicken mustardnya yg rasanya manis , asem dari si mustard dan ada cheese nya juga bikin ini jadi yummy banget . Kalo lo mau lebih murah kesini pesen aja satu buat berdua , karena bisa di bagi dua sampe 4 potong . Dan tempatnya disini enak buat ngobrol karena wifinya juga kenceng tapi . Disini cuma kurang cahaya pas malem",POSITIVE,-,-,POSITIVE,corrector
2045,"The best sushi place!! Akhirnya nyobain tempat ini juga since it always crowded even on weekdays. Tadinya gue makan di regular table but i changed my mind to sit in Sushi Bar and it was a right choice cause i love watching those chef prepare our food  Don't bother talk about their sushi, omg really it was great! Their service was also great even its crowded. Their price? This is the best part, it was more cheap than other sushi restaurant especially Sushi T**. If you like that resto, you must love Ippeke Komachi!",POSITIVE,POSITIVE,POSITIVE,POSITIVE,corrector
1954,"Tempatnya enak bgt comfy, bagus buat foto2. Feels like home bgt apalagi kalo duduknya yg dibawah tangga cm kmrn syg sedikit berantakan byk kardus menumpuk. Trs recommended cold happy summer days tea nya",POSITIVE,-,-,POSITIVE,corrector
3894,I wish i can order all food on the menu. Trust me the food was absolutely addicting. One of my fav is the kari sushi. Highly recommended for Japanese food lovers!,POSITIVE,-,-,-,corrector
2120,"Tadaaaa.. akhirnya sebulan yang lalu mampir juga ke tempat lucu ini. Sebenarnya setiap ke summarecon mall serpong sering banget ngelewatin Lekker Bekker. Tapi baru sebulan yang lalu """"ngeh"""" untuk nyobain gara-gara ngeliat ulasan Lekker Bekker di youtube.    Okay, jadi menu pertama yang dicoba adalah Smoke Beef Sizzling Rice. Jadi menu ini adalah nasi goreng + smoked beef + telur yang disajikan diatas hot plate. Mirip-mirip Pepper Lunch gitu deh, hehehe. Enaaaak. Pokoknya segala macam makanan yang mengandung smoked beef itu pasti menggiurkan, nomnom :9    Menu kedua yang dicoba adalah Nasi Soto Daging Sapi. Hmm.. rasanya so so lah.    Menu ketiga yang dicobain sebagai penutup adalah... Poffertjes with one scoop of strawberry ice cream. I loveeeeee poffertjes. Yummy!    Overall, makanan disini sih lumayan enak. Tapi yang paling menarik pastinya sih tempatnya yang lucu. Lumayan untuk nambah koleksi foto, hehehe :p",POSITIVE,-,-,POSITIVE,corrector
1701,"Rumate tergolong tempat yang sering jadi pilihan nongkrong di bilangan Sabang, Menteng. Varian yang ditawarkan mulai dari makanan berat sampai kudapan. Jam bukanya pun dari jam 7 pagi hingga 11 malem. Kali ini gw pesen nasi bakar cakalang (rasanya cukup enak) dan kroket belanda (rasanya standar), sementara minumnya teh tarik malaka (nah ini recommend banget!).Tempatnya cukup asik dan menarik, cuma sekedar saran mungkin dinding2nya bisa dicat ulang kali ya, banyak yang ngelupas jadi kurang sedap dipandang.",POSITIVE,-,-,NEGATIVE,corrector
1476,Tempat hangout with boss dan temen2 kantor.. Selain makan bisa sambil bermain ping pong  disini dan setelah itu lanjut bermain beerpong bersama yg lain :D,-,-,-,POSITIVE,corrector
698,"Untuk tempat sih ok ya rooftop gini tp enaknya emang pas sore supaya ga panas. Pelayanannya ok dan waiters semua ramah. View lumayan kalo malem keliatan lampu-lampu jakarta tapi agak ketutup sama pagar + daun-daun, mungkin takut ada yang lompat kali ya.. Hahahaha    In terms of food & drinks, i honestly didnt expect this place to serve nice foods sih...     Tapi kemarin sempet coba grilled chicken bbq dan was good! Bbq saucenya enak dan grilled chickennya juga enak.     Selain itu cobain spaghetti salmon tapi just ok aja ga lebih.    Untuk minuman tapi agak failed. Lemon teanya kaya air biasa aja, lychee ice teanya absurd ga jelas antara lychee atau teh atau air biasa. Semua kurang manis dan kurang rasa so saaad..    Akhirnya back to my basic and safe choice, coca cola.    Well, all in all, ok aja kalo buat pilihan nongkrong bareng temen2 or if you happened to stay at fave hotel misalnya. Tapi wouldnt be on my top list aja sih :p    Cheers!",POSITIVE,-,POSITIVE,POSITIVE,corrector
391,"Pelayanannya oke, nama menunya unik2 recommend buat tahunya dan aneka ayam. Tapi guramenya enggak sesuai harapan. Gak garing. Dimsumnya biasa. Range harga 25+,i had a very bad experience here. was having a sore throat this afternoon n thought they serve dimsum, so i stepped in n ordered siomai, hakau, mie nyemek, tape lulur. pertama masuk mulut, kulit siomai terasa blm matang, msh lengket tepung terigu.gigitan kedua, potongan daging ayamnya gak bisa dikunyah alias msh mentah. tried the other piece, still the same one. so i complained to the waitress. kulit hakau jg sama, msh tebel. mie nyemek taste ok, tape jg ok but too bad i totally has lost my appetite. daging ayam kan hrs mateng mana blh mentah. the worst thing is they still charged me for that uncooked siomai.",NEGATIVE,NEGATIVE,POSITIVE,-,corrector
2729,"I know this place is not a new ice cream place at PIK, but i have never had any guts or curiousity about this place, until i saw that they served the tower soft ice cream which consists several flavors in a cone.  So today i went there and ordered the tower ice cream. I dont why, kok waiter nya nggak ngasih standing ice cream tapi malah kasih gelas, nggak tau apa emang lupa atau gimana. Tapi akhirnya es nya tumpah ke gelas, karena tinggi dan gak stabil. Dan akhirnya yaudahlah hancurin aja cone nya biar kaya biscuit, sempet icip sih beberapa rasa ice cream yg ada d tower ice cram ku, tapi menut gw, IMHO, nothing special about the flavor tend to be biasa aja.  A friend of mine also ordered black noodle with chicken, the noodle texture was hard and thick, but the taste is good. And the rest just ordered tea, coffee and french fries.  Perhaps i will only coming back for the black noodle.,tempatnya lebih nyaman di bagian depan soalnya yg di dalem agak sempit hehe  wkt itu karena aku lagi males pilih2 rasa eskrim, aku pesen artsy palette yg isinya 6 minicone ice cream dengan 6 rasa berbeda.  pas eskrimnya dateng mnrt aku conenya gak mini2 banget dan cukup blenger ya makan itu soalnya aku cuma berdua wkwk  dari keenam rasa, ada 1 rasa yg aku gak suka :( kayak rasa obat wkwk  jadi ada 6 rasa yaitu choco, thai tea, taro, blueberry, strawberry dan 1 lagi itu rasa apa aku gatau deh pokoknya aku gasuka huhu:(   conenya mereka jg rasanya beda2 loh. conenya enak hehe    untuk rasa eskrimnya standar ya cuma penyajannya yg cukup unik pake tempat kyk gt mungkin bkin harganya agak mahal tapi worth it kok dengan harga segitu kalian bisa nyobain macem2 rasa eksrim..  buat pecinta es krim jgn lupa coba ya!",POSITIVE,NEGATIVE,-,POSITIVE,corrector
31,"Buat penggemar kuo tie, mesti banget berkunjung ke tempat ini. Di sini lumayan terkenal kuo tie nya, mungkin sebagian besar orang tau. Kuo tie nya bisa milih mau deep fried atau dipanggang di satu sisi saja. Saya sih lebih suka yang panggang jadi ada beberapa tekstur pada satu kuo tie, yaitu lembut, garing, dan kenyal. Isi dari kuo tie ini apa lagi kalau bukan babi. Lezat, isiannya gak main-main karena berasa banget dan sangat wangi soalnya ada daun bawang dan bawang putihnya. Lebih mantep lagi kalau dimakan dengan sambal.",POSITIVE,-,-,-,corrector
1562,"Cukup bikin penasaran sama nama tempatnya """"Suwe Ora Jamu"""" karna cuma baca plangnya aja waktu mau pulang dari rumah temen. Akhirnya pas weekend nyoba kesana....dan ternyata tempatnya mungil banget. Apalagi pas weekend jadi terkesan sempit. Dari tempat parkir udah penuh sesek dan sebenernya udah unmood mau masuk ke dalemnya. Hehe.   Tapi gue tetep masuk sih dikarenakan sayang udah jauh juga perjalanan dari Bintaro-Radal.  Dari luar kelihatan dekorasinya bagus tapi pas masuk langsung dapet tempat duduk nyisa dideket dapur (pas banget tangga) saking penuhnya, bete banget karna di lantai atas lagi di reserved. Dari menunya cukup beragam dan unik karna ada Jamu dan macem Teh gitu. Rasanya biasa aja sih tapi Roti Bakar Kacangnya lumayan enak.,sukak banget sama jamu2nya...enaaaaakkk...    makannannya jg ok...yummy...harga juga lumayan bersahabat :)    sayang jaoh dr rumah...ga bisa sering kesini jadinyah...hihihi",POSITIVE,POSITIVE,-,NEGATIVE,corrector
3070,"They have unique varieties of ice creams and have such a high promise with the menu. Well, the ice creams were creamy as their restaurant name suggests but since it doesn't really have anything mint, I can't make this place my favorite lol They have a chocolate peppermint ice cream but it was too chocolatey more than minty. So, it's not where I was aiming it for. Their kahlua latte and vanilla ice cream were creamy with a taste that it promises though! Also, their green tea lava cake (I add an ice cream of my choice which was tim tam milo) was not bad at all! Though it didn't look very appetizing. All in all, it's not a bad place to go. Definitely not disappointing!",POSITIVE,-,-,-,corrector
3106,"Nyoba yg domba, tapi kurang beruntung karena dagingnya aromanya ketara. Untuk porsi memang untuk 2 orang kayaknya. Haha. Tempatnya enak pas malam. Tapi tadi misbar (gerimis bubar) ga ada payungnya. Overall it's not meet my expectation.",NEGATIVE,-,-,NEGATIVE,corrector
67,"Pertama kali kesini untuk makan siang dengan Ibu beberapa hari yang lalu. Menu nya menggiurkan semua! Saya kemudian pesan Asem-asem Daging. Menurut saya agak kurang worthed untuk harga segitu krn potongan dagingnya kecil dan sedikit, lebih banyak sayur dan tomat. Rasanya pun terlalu asam.   Ibu saya pesan Mangut Pe Panggang dan boleh diacungi jempol. Menurut palet Ibu saya yang """"jawa banget"""", rasanya lumayan. Gurih kuahnya, daging ikannya pun tidak amis ditambah kemangi yg menggugah selera.  Untuk dessert, kami pesan Rujak Serut dengan request pedas yang """"sedang"""". Rujaknya segar! Top utk dimakan siang hari.   Will definitely go back and try other dishes!",POSITIVE,NEGATIVE,-,-,corrector
2078,"The indoor's environment is eye biting because the thick smoke everywhere.     The music is nice to follow with the dance, just you have to come quicker to get a table or book it first.     Favorite drinks : predator!!",POSITIVE,-,-,NEGATIVE,corrector
3413,Worst aglio e olio pasta ever - how disappointing!  The waiters were somewhat absurd   Pumpkin soup - very average - zero truffle detected (wait what was on the menu??)     My past experiences in social house were better,NEGATIVE,-,NEGATIVE,-,corrector
2886,"The coziest (and crowdest) Sushi Tei restaurant compared to others location. Salmon Mentai and Chuka Idako are the must-have-menu on my table. Love it!,harga standart lah ya semua sushitei. my fav is fuji roll 32K enak banget dan sering ada di sushibar! kalo mau sushi bar penuh datengnya pas jam makan siang or makan malem,daridulu kalo mau mkn sushi selalu ke sushi tei walaupun waiting list terus. so far sih rasanya konsisten tp kok makin kecil ya rollnya:( . karena ga terlalu doyan yg toppingnya banyak jd biasa mesen crispy roll, kanimayo tobikko makki, dan buat cemilnya fried salmon skin. and semuanya enaak:D",POSITIVE,POSITIVE,-,POSITIVE,corrector
1774,Sangat tidak recomended karna pelayanan nya sangat lama hampir 1 jam menunggu padahal tidak ramai. . . Order ke 2 sampai 3x tidak datang2 ke meja . . . Sangat mengecewakan dan ga akan datang untuk ke 2x nya . . .,-,-,NEGATIVE,-,corrector
1098,"U must try their chicken stick (not steak)  Rasanya mantep coy, harganya lebih lebih...  Rata"""" menu cmng 20rb  Cocok banget buaf akhir bulan XD",POSITIVE,POSITIVE,-,-,corrector
1614,"Big portion set of korean food😍  Cocok banget buat yg lagi kepengen makan korea tapi engga pengen bau karena harus duduk d restonya yg kebanyakan nyediain bakar2an, yah walaupun udah d siapkan penghisap udara tetep nempel jg baunya di rambut amd baju hehehe    Di saranin klo cwek2 yg porsi makannya engga terlalu banyak untuk cr temen untuk nyantap ini, karena porsi yg ditawarin cukup besar.. Padahal udah order yg paling minim aja 😅😅  Overall tastenya lumayan untuk mengobati kerinduan sama makanan korea, sy paling suka sama ayamnya yg dimasak dengan soy sauce. Untuk harga terhitung murah dengan portion yg besar ini.    Bisa dijadikan pilihan santap bareng fam and teman 😊👍🏻",POSITIVE,POSITIVE,-,POSITIVE,corrector
1546,"Good wo tiek. Juicy pork dumplings with crispy skin. The boiled version is also good. Too bad the skin is a bit too thick for my taste.    The kang kumg hotplate, fried bee hun, fried noodle, sek ba and hot and sour soup are all very tasty. Price is reasonable for the size and quality of the dish.    Place is regular ruko, and very simply decorated. But it is relatively clean.",POSITIVE,POSITIVE,-,POSITIVE,corrector
2700,"Kopi nya joss makanannya lumayan dan tempat lumayan nyaman buat lama lama, dan buat meeting juga pas disini karna ada meja yg panjang untuk ramean, dan ada colokan listrik pastinya ?",POSITIVE,-,-,POSITIVE,corrector
2181,"SERIIING banget kesini, hampir tiap saat kalo gabut sm temen kesini, roti bakarnya si sampai saat ini blm pernah nyoba, tp mie nya soo good dan ada lvl pedesnya, minumnya si temen gua plg sering green tea shake, gua sendiri lbh suka milo dinosaur",POSITIVE,-,-,-,corrector
1848,"Foods ok.. Service friendly. Ordered fried rice, noodle...   No refill.. Had a complaint.. They took it in as input but had no reaolution for us",POSITIVE,-,POSITIVE,-,corrector
3463,"It was a comfortable place to stay. I only had myself nutella milkshake and we also ordered snacks, fries and onion ring. The fries taste okay and the onion ring was crunchy but the onions were cut too thick so it felt like a bit undercooked, and i like the dipping sauce with chopped onion in it",POSITIVE,-,-,POSITIVE,corrector
1103,"The curiousity of Watt Coffee is finally answered. Come by here on Friday and the warm welcome by the baristas really pleased me. They politely offering me the coffee or non-coffee drinks. I tried the Cappuccino. Gave them 8,5 out of 10. The coffee is really good here and the baristas patiently explain about the coffee that they have (Java and Mix of Java, Papua and Bali). They also sell Gayo Natural beans here. Overall, i give this place 4.5 out of 5.0 for their price, cleanliness and also the most important, taste.",POSITIVE,POSITIVE,POSITIVE,-,corrector
3625,"Tempatnya yang cozy membuat beer garden jadi tempat yang pas untuk ngobrol bareng teman2. Beer garden ini letaknya di perempatan radio dalam - gandaria, cukup mudah ditemukan.  Saya order lychee flavored beer. Rasanya enak, cukup manis (entah kenapa di gelasnya sudah ditambah gula). Untuk snacknya saya pesan french fries. Porsinya cukup banyak, french friesnya sudah diberi bumbu yang sedikit pedas.  Untuk pelayanannya sangat baik, mereka cepat kalau dipanggil dan cukup sopan.",POSITIVE,POSITIVE,POSITIVE,POSITIVE,corrector
3108,"Has been my favorite since 2012, when I was working nearby. Selalu makan mie Jambi, ga pernah yang lai. Best mie babi, in my humble opinion. Babi giling, babi merah diatas mie 🍝 yang kenyal plus pangsit 🐷. Mie bisa pilih yg lebar atau kecil. Bisa minta tulang dan kulit babi goreng (garingan).   Pas terakhir pergi, libur lebaran 2016, tulang babi and babi merahnya ga adaaa 😤😢.  But still satisfying!   5.0 from me for Mie Jambi!",POSITIVE,-,-,-,corrector
955,"Sblm nya ane bkn penyuka bakmi tapi udah 4x kesini , bakmi disini soalnya bkn bakmi biasa ,ane udah 4x pesan kwetiau jambi     Taste:8  Service:7",POSITIVE,-,POSITIVE,-,corrector
